BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
5,BULLS HEAD,04 TAX CLASS 1 CONDOS,1A,2153,1037,,R3,"7F SIGNS ROAD, N/A",,10314,1,,1,,,1977,1,R3,"495,000",11/22/2022
5,BULLS HEAD,05 TAX CLASS 1 VACANT LAND,1B,1515,5,,V0,N/A SUMNER AVENUE,,10314,0,0,0,"3,478",0,,1,V0,0,8/10/2022
5,BULLS HEAD,05 TAX CLASS 1 VACANT LAND,1B,1560,80,,V0,N/A RICHMOND AVENUE,,10314,0,0,0,"8,632",0,,1,V0,0,7/21/2022
5,BULLS HEAD,05 TAX CLASS 1 VACANT LAND,1B,2230,3,,V0,N/A SIDEVIEW AVENUE,,10314,0,0,0,"2,000",0,,1,V0,"975,000",4/20/2022
5,BULLS HEAD,05 TAX CLASS 1 VACANT LAND,1B,2230,62,,V0,N/A SIDEVIEW AVENUE,,10314,0,0,0,"4,000",0,,1,V0,"975,000",4/20/2022
5,BULLS HEAD,06 TAX CLASS 1 - OTHER,1,1668,55,,Z0,"462 LISK AVENUE, .",,10303,0,0,0,"26,130",0,,1,Z0,100,7/13/2022
5,BULLS HEAD,07 RENTALS - WALKUP APARTMENTS,2,1644,74,,C9,1290 RICHMOND AVENUE,,10314,72,0,72,"112,237","66,285",1966,2,C9,"7,500,000",6/8/2022
5,BULLS HEAD,21 OFFICE BUILDINGS,4,1497,7,,O7,1259 RICHMOND AVENUE,,10314,0,2,2,"5,998","2,952",1901,4,O7,"725,000",6/29/2022
5,BULLS HEAD,21 OFFICE BUILDINGS,4,1560,55,,O7,1583 RICHMOND AVENUE,,10314,0,2,2,"3,651","1,800",1910,4,O7,0,7/21/2022
5,BULLS HEAD,21 OFFICE BUILDINGS,4,2229,23,,O8,3225 VICTORY BOULEVARD,,10314,2,3,5,"8,280","7,421",2002,4,O8,"1,800,000",7/21/2022
5,BULLS HEAD,22 STORE BUILDINGS,4,1704,56,,K1,962 RICHMOND AVENUE,,10314,0,3,3,"8,876","4,694",2005,4,K1,"1,600,000",2/21/2023
5,BULLS HEAD,31 COMMERCIAL VACANT LAND,4,1477,31,,V1,1781 FOREST AVENUE,,10303,0,0,0,"6,200",0,,4,V1,0,2/14/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,315,24,,A0,71 MANOR ROAD,,10310,1,0,1,"4,510","1,140",1940,1,A0,"525,000",1/31/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,315,85,,A1,43 EGBERT AVENUE,,10310,1,0,1,"4,350","1,568",1925,1,A1,0,2/18/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,318,1,,A1,169 MANOR ROAD,,10310,1,0,1,"10,780","1,917",1910,1,A1,"840,000",11/15/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,318,83,,A2,27 ALPINE COURT,,10310,1,0,1,"5,000","1,066",1955,1,A2,"705,000",5/5/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,321,63,,A0,221 MARTLING AVENUE,,10314,1,0,1,"5,900","1,205",1955,1,A0,"713,000",7/20/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,321,152,,A1,17 BENEDICT AVENUE,,10314,1,0,1,"6,500","2,750",1955,1,A1,0,10/19/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,321,339,,A2,10 KINGSLEY AVENUE,,10314,1,0,1,"5,700","1,664",1950,1,A2,"735,000",8/23/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,321,357,,A0,15 COLLEGE AVENUE,,10314,1,0,1,"5,700","1,205",1950,1,A0,"799,000",3/2/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,321,366,,A1,33 COLLEGE AVENUE,,10314,1,0,1,"5,700","2,357",1950,1,A1,0,7/29/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,332,166,,A1,135 DRAKE AVENUE,,10314,1,0,1,"5,280","1,425",1915,1,A1,"565,000",4/25/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,336,35,,A1,1 SMITH AVENUE,,10314,1,0,1,"2,760","1,375",1930,1,A1,0,8/31/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,337,17,,A1,223 RICE AVENUE,,10314,1,0,1,"6,000","1,700",1920,1,A1,"920,000",12/5/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,337,62,,A1,182 UTTER AVENUE,,10314,1,0,1,"7,000","1,750",1920,1,A1,0,9/12/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,338,1,,A2,84 FAIRVIEW AVENUE,,10314,1,0,1,"5,000","1,200",1960,1,A2,"536,500",5/26/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,342,52,,A1,178 SLOSSON AVENUE,,10314,1,0,1,"4,090","1,072",1930,1,A1,"751,000",6/21/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,346,19,,A2,148 STURGES STREET,,10314,1,0,1,"5,835",792,1955,1,A2,"639,000",11/18/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,346,72,,A1,218 POTTER AVENUE,,10314,1,0,1,"6,000","1,512",1899,1,A1,"885,400",6/17/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1B,346,109,,V0,134 FAIRVIEW AVENUE,,10314,0,0,0,"8,000",0,1920,1,A1,"790,000",6/23/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,346,223,,A1,50 STURGES STREET,,10314,1,0,1,"5,785","1,920",1955,1,A1,"1,120,000",8/1/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,346,336,,A0,21 GOVERNOR ROAD,,10314,1,0,1,"4,500","1,200",1950,1,A0,"730,000",7/15/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,346,541,,A1,72 GOVERNOR ROAD,,10314,1,0,1,"4,508","2,206",1950,1,A1,"999,000",9/19/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,351,19,,A1,161 GREENLEAF AVENUE,,10310,1,0,1,"2,800","1,150",1920,1,A1,0,5/26/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,352,31,,S1,1144 FOREST AVENUE,,10310,1,1,2,"2,000","2,120",1931,1,S1,"795,000",10/21/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,352,59,,A1,184 GREENLEAF AVENUE,,10310,1,0,1,"3,800","1,628",1920,1,A1,"610,000",5/31/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,352,130,,A1,135 EGBERT AVENUE,,10310,1,0,1,"6,835","1,296",1915,1,A1,0,8/23/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,354,65,,A5,165 LLEWELLYN PLACE,,10310,1,0,1,"2,200","1,860",2003,1,A5,"648,000",6/30/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,354,110,,A5,206 LLEWELLYN PLACE,,10310,1,0,1,"2,121","1,940",1996,1,A5,"576,000",12/14/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,354,112,,A5,201 EGBERT AVENUE,,10310,1,0,1,"2,134","2,040",1996,1,A5,"620,000",5/16/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,355,105,,A1,100 EGBERT AVENUE,,10310,1,0,1,"8,850","1,670",1915,1,A1,0,10/3/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,355,160,,A1,529 JEWETT AVENUE,,10302,1,0,1,"4,225","1,116",1940,1,A1,"579,000",2/23/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,355,225,,A5,190 EGBERT AVENUE,,10310,1,0,1,645,925,1991,1,A5,0,6/28/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,355,270,,A1,177 RAVENHURST AVENUE,,10310,1,0,1,"4,842","2,072",1960,1,A1,"770,000",6/21/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,355,300,,A5,250 EGBERT AVENUE,,10310,1,0,1,"1,730","1,204",1990,1,A5,"396,000",2/7/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,356,168,,A2,37 ELIAS PLACE,,10314,1,0,1,"4,300","2,016",1970,1,A2,0,4/29/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,356,374,,A2,54 RAVENHURST AVENUE,,10310,1,0,1,"6,390","1,092",1960,1,A2,"600,000",11/8/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,356,429,,A1,167 BENEDICT AVENUE,,10314,1,0,1,"4,300","1,124",1970,1,A1,0,6/29/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,356,457,,A2,195 BENEDICT AVENUE,,10314,1,0,1,"12,835","1,300",1970,1,A2,"720,000",9/26/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,357,42,,A1,187 KINGSLEY AVENUE,,10314,1,0,1,"4,840","1,732",1915,1,A1,"650,000",8/17/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,357,52,,A1,219 KINGSLEY AVENUE,,10314,1,0,1,"7,650","1,928",1899,1,A1,0,12/29/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,357,130,,A1,257 KINGSLEY AVENUE,,10314,1,0,1,"7,200","2,328",1940,1,A1,0,8/5/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,357,154,,A1,301 KINGSLEY AVENUE,,10314,1,0,1,"3,600","2,422",1920,1,A1,0,12/6/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,362,14,,A1,238 COLLEGE AVENUE,,10314,1,0,1,"7,200","2,020",1910,1,A1,"750,000",9/21/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,363,15,,A1,118 KINGSLEY AVENUE,,10314,1,0,1,"3,600",976,1920,1,A1,"355,000",12/8/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,363,34,,A1,117 COLLEGE AVENUE,,10314,1,0,1,"3,600","1,124",1920,1,A1,0,10/14/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,363,40,,A1,131 COLLEGE AVENUE,,10314,1,0,1,"3,600","1,392",1925,1,A1,"700,000",6/28/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,364,10,,A1,182 COLLEGE AVENUE,,10314,1,0,1,"2,500","1,296",1935,1,A1,"625,000",6/23/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,365,22,,A1,328 MANOR ROAD,,10314,1,0,1,"4,450","2,000",1915,1,A1,0,5/31/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,365,60,,A1,57 CONSTANT AVENUE,,10314,1,0,1,"4,888","1,140",1935,1,A1,"550,000",5/6/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,365,64,,A1,63 CONSTANT AVENUE,,10314,1,0,1,"2,220","1,228",1925,1,A1,"615,000",10/5/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,365,154,,A1,22 MAINE AVENUE,,10314,1,0,1,"2,880","1,564",1925,1,A1,"725,000",6/3/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,365,171,,A1,29 MERRIMAN AVENUE,,10314,1,0,1,"3,135","1,044",1925,1,A1,"730,000",7/19/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,368,69,,A1,32 MARGARETTA COURT,,10314,1,0,1,"4,100","2,970",1950,1,A1,"995,000",12/9/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,370,13,,A0,38 CROWELL AVENUE,,10314,1,0,1,"4,500","1,160",1945,1,A0,0,5/5/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,370,49,,A1,267 SOUTH GREENLEAF AVE,,10314,1,0,1,"3,344","1,308",1925,1,A1,"775,000",5/2/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,371,73,,A1,75 RAYMOND AVENUE,,10314,1,0,1,"4,158","1,104",1935,1,A1,"515,400",4/15/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,372,4,,A0,46 RAYMOND AVENUE,,10314,1,0,1,"4,410","1,300",1955,1,A0,"673,000",9/23/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,373,129,,A5,88 CHANDLER AVENUE,,10314,1,0,1,"2,000",960,1950,1,A5,"510,000",6/27/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,373,151,,A5,73 CHANDLER AVENUE,,10314,1,0,1,"2,000",880,1940,1,A5,0,10/1/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,373,163,,A5,95 CHANDLER AVENUE,,10314,1,0,1,"2,000",880,1940,1,A5,0,5/18/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,373,184,,A5,72 KEMBALL AVENUE,,10314,1,0,1,"2,000",880,1940,1,A5,"509,000",1/13/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,374,196,,A1,10 MILLER STREET,,10314,1,0,1,"3,742","1,104",1925,1,A1,0,3/7/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,376,173,,A1,139 MARGARETTA COURT,,10314,1,0,1,"4,000","1,184",1930,1,A1,"572,000",2/22/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,376,194,,A1,174 KEIBER COURT,,10314,1,0,1,"4,000","1,625",1925,1,A1,0,6/15/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,376,196,,A1,170 KEIBER COURT,,10314,1,0,1,"4,000","1,440",1935,1,A1,0,10/14/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,376,294,,A2,144 KEIBER COURT,,10314,1,0,1,"4,040","1,080",1950,1,A2,0,10/26/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,377,199,,A5,211 KEMBALL AVENUE,,10314,1,0,1,"2,000","1,224",1950,1,A5,"255,000",8/28/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,377,223,,A1,156 CROWELL AVENUE,,10314,1,0,1,"4,500","1,560",1935,1,A1,0,2/16/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,377,242,,A1,185 CROWELL AVENUE,,10314,1,0,1,"4,000","1,688",1930,1,A1,"863,000",8/9/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,377,258,,A5,170 GOODWIN AVENUE,,10314,1,0,1,"2,000","1,200",2003,1,A5,"600,000",3/7/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,377,455,,A1,106 MARGARETTA COURT,,10314,1,0,1,"4,000","1,532",1925,1,A1,"665,000",6/21/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,377,455,,A1,106 MARGARETTA COURT,,10314,1,0,1,"4,000","1,532",1925,1,A1,"750,000",10/26/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,377,627,,A5,155 CHANDLER AVENUE,,10314,1,0,1,"2,000","1,300",2001,1,A5,0,11/21/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,378,98,,A2,929 JEWETT AVENUE,,10314,1,0,1,"3,636","2,191",1965,1,A2,"647,000",2/16/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,378,179,,A1,302 WESTCOTT BOULEVARD,,10314,1,0,1,"5,490","2,000",1948,1,A1,0,11/15/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,695,1,,A1,41 TODT HILL ROAD,,10314,1,0,1,"5,046","2,544",1901,1,A1,0,11/4/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,707,40,,A1,79 WINTHROP PLACE,,10314,1,0,1,"2,520","1,014",1920,1,A1,"570,000",7/18/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,707,279,,A1,619 MANOR ROAD,,10314,1,0,1,"5,115","1,942",1925,1,A1,0,10/28/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,711,11,,A5,4A GARDEN STREET,,10314,1,0,1,"1,400","1,680",1988,1,A5,"400,000",5/2/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,711,73,,A1,19 ELVIN STREET,,10314,1,0,1,"5,500","1,062",1925,1,A1,0,10/5/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,712,2,,A5,46 GARDEN STREET,,10314,1,0,1,"2,576",900,1999,1,A5,"750,000",7/14/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,712,3,,A5,44 GARDEN STREET,,10314,1,0,1,"3,917",900,1999,1,A5,"699,900",6/2/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,712,43,,A5,87 GOWER STREET,,10314,1,0,1,"2,300","1,800",1994,1,A5,"739,000",2/16/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,712,45,,A5,83 GOWER STREET,,10314,1,0,1,"2,300","1,800",1994,1,A5,0,1/23/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,712,50,,A5,50 GARDEN STREET,,10314,1,0,1,"3,105",900,1999,1,A5,"740,000",7/13/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,712,60,,A5,37 NORTH GANNON AVENUE,,10314,1,0,1,"1,998","1,216",1995,1,A5,"580,000",12/22/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,712,76,,A5,49 N GANNON AVENUE,,10314,1,0,1,"2,300","1,216",1995,1,A5,"650,300",10/11/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,713,69,,A1,17 MOUNTAINVIEW AVENUE,,10314,1,0,1,"5,280","1,534",1925,1,A1,0,6/29/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,713,152,,A5,79A NORTH GANNON AVENUE,,10314,1,0,1,"1,008",588,1960,1,A5,"420,000",1/26/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,713,164,,A5,101A NORTH GANNON AVENUE,,10314,1,0,1,920,825,1960,1,A5,"400,000",5/19/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,713,166,,A5,103A NORTH GANNON AVENUE,,10314,1,0,1,"1,440",825,1960,1,A5,"395,000",5/9/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,713,172,,A5,117 NORTH GANNON AVENUE,,10314,1,0,1,920,825,1960,1,A5,"415,000",7/12/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,716,42,,A2,66 MOUNTAINVIEW AVENUE,,10314,1,0,1,"3,500","1,180",1945,1,A2,0,4/7/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,717,34,,A2,64 GANSEVOORT BLVD,,10314,1,0,1,"5,400",996,1960,1,A2,"716,000",6/15/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,719,12,,A1,86 MOUNTAINVIEW AVENUE,,10314,1,0,1,"4,950","1,400",1930,1,A1,"710,000",12/2/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,723,53,,A2,67 WHEELER AVENUE,,10314,1,0,1,"4,800","1,089",1960,1,A2,"575,000",3/31/2023
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,723,73,,A2,33 WHEELER AVENUE,,10314,1,0,1,"4,800","1,008",1950,1,A2,"675,000",6/3/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,724,20,,A1,24 WHEELER AVENUE,,10314,1,0,1,"6,250","1,801",1950,1,A1,0,8/10/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,724,23,,A1,28 WHEELER AVENUE,,10314,1,0,1,"5,000",806,1950,1,A1,0,8/16/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,724,23,,A1,28 WHEELER AVENUE,,10314,1,0,1,"5,000",806,1950,1,A1,0,10/27/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,724,25,,A2,32 WHEELER AVENUE,,10314,1,0,1,"7,500","1,112",1950,1,A2,"675,000",11/2/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,726,23,,A5,111 WHEELER AVENUE,,10314,1,0,1,"3,198","1,908",2017,1,A5,"850,000",6/14/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,726,65,,A5,118 PERRY AVENUE,,10314,1,0,1,"2,463","1,476",2021,1,A5,"789,144",9/15/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,726,66,,A5,118 PERRY AVENUE,,10314,1,0,1,"2,461","1,476",2021,1,A5,"789,144",8/15/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,727,22,,A2,111 BRADLEY AVENUE,,10314,1,0,1,"5,800",960,1960,1,A2,"611,000",6/28/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,727,49,,A5,86 WHEELER AVENUE,,10314,1,0,1,"2,800","1,678",2022,1,A5,"771,834",12/19/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,727,51,,A5,90 WHEELER AVENUE,,10314,1,0,1,"2,800","2,517",2021,1,A5,"763,688",11/15/2022
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,727,52,,A5,N/A WHEELER AVENUE,,10314,1,0,1,"2,800","1,678",2021,1,A5,"771,834",11/8/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,318,29,,B2,782 CURTIS AVENUE,,10310,2,0,2,"5,000","1,028",1920,1,B2,"840,000",5/5/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,321,84,,B2,261 MARTLING AVENUE,,10314,2,0,2,"5,900","1,205",1955,1,B2,"650,000",1/9/2023
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,340,9,,B9,274 UTTER AVENUE,,10314,2,0,2,"1,950","1,950",2004,1,B9,"720,000",1/13/2023
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,340,12,,B3,268 UTTER AVENUE,,10314,2,0,2,"5,000","1,403",1920,1,B3,"792,000",12/12/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,346,510,,B9,63 DONGAN AVENUE,,10314,2,0,2,"3,234","1,776",1950,1,B9,"495,000",4/7/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,346,517,,B1,77 DONGAN AVENUE,,10314,2,0,2,"2,352","1,776",1950,1,B1,"630,000",10/6/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,347,109,,B1,11 HODGES PLACE,,10314,2,0,2,"2,160","1,728",1950,1,B1,"635,000",12/14/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,347,119,,B1,3 DONGAN AVENUE,,10314,2,0,2,"4,590","1,728",1950,1,B1,"13,000",5/19/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,347,123,,B1,11 DONGAN AVENUE,,10314,2,0,2,"2,352","1,728",1950,1,B1,0,4/1/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,348,22,,B1,97 BEECHWOOD PLACE,,10314,2,0,2,"2,334","1,470",1950,1,B1,"605,000",12/9/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,348,25,,B1,91 BEECHWOOD PLACE,,10314,2,0,2,"2,334","1,470",1950,1,B1,"615,000",12/15/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,349,18,,B1,31 WINTHROP PLACE,,10314,2,0,2,"2,448","1,824",1940,1,B1,"615,000",10/26/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,349,47,,B1,96 BEECHWOOD PLACE,,10314,2,0,2,"2,185","1,496",1940,1,B1,0,6/23/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,349,48,,B1,98 BEECHWOOD PLACE,,10314,2,0,2,"2,185","1,496",1940,1,B1,0,6/23/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,349,53,,B1,108 BEECHWOOD PLACE,,10314,2,0,2,"2,185","1,496",1940,1,B1,"455,000",4/22/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,350,25,,S2,553 MANOR ROAD,,10314,2,1,3,"3,960","2,120",1932,1,S2,0,10/7/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,350,53,,B2,24 WINTHROP PLACE,,10314,2,0,2,"3,300","1,760",1915,1,B2,"805,000",6/7/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,350,56,,B2,30 WINTHROP PLACE,,10314,2,0,2,"3,366","1,760",1915,1,B2,"615,000",7/12/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,351,39,,S2,50 MANOR ROAD,,10310,2,1,3,"7,560","4,120",1915,1,S2,0,5/21/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,352,16,,B3,245 DUBOIS AVENUE,,10310,2,0,2,"10,000","1,251",1955,1,B3,"700,000",9/6/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,352,19,,B3,241 DUBOIS AVE,,10310,2,0,2,"10,000","1,251",1955,1,B3,0,7/20/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,353,56,,B2,216 DUBOIS AVENUE,,10310,2,0,2,"3,929","2,411",1920,1,B2,"860,000",12/6/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,355,64,,B3,119 RAVENHURST AVENUE,,10310,2,0,2,"4,800","2,180",1955,1,B3,"858,000",7/13/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,355,78,,B3,150 EGBERT AVENUE,,10310,2,0,2,"7,144","1,480",1930,1,B3,"325,963",4/12/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,355,110,,B2,94 EGBERT AVENUE,,10310,2,0,2,"8,800","2,600",1905,1,B2,"380,000",3/22/2023
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,355,252,,B2,12 KAREN COURT,,10310,2,0,2,"4,600","1,904",1965,1,B2,"910,000",10/14/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,356,240,,B3,212 MANOR ROAD,,10314,2,0,2,"9,443","1,936",1915,1,B3,"880,000",7/27/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,356,504,,B2,42 ELIAS PLACE,,10314,2,0,2,"4,000","2,314",1970,1,B2,0,12/5/2022
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,357,128,,B2,249 KINGSLEY AVENUE,,10314,2,0,2,"3,858","2,200",1965,1,B2,0,8/5/2022
