BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,177,15,,C0,362 STATE STREET,,11217,3,0,3,"2,450","4,400",1901,1,C0,"4,500,000",8/4/2022
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,189,24,,C0,370 PACIFIC STREET,,11217,3,0,3,"2,000","2,400",1899,1,C0,0,10/14/2022
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,194,40,,C0,142 HOYT STREET,,11217,3,0,3,"1,500","2,720",1910,1,C0,0,6/5/2022
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,194,50,,C0,113 BERGEN STREET,,11201,3,0,3,"2,000","2,900",1910,1,C0,0,12/14/2022
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,384,21,,C0,30 BERGEN STREET,,11201,3,0,3,"2,200","3,608",1899,1,C0,0,1/1/2023
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,387,26,,C0,226 BERGEN STREET,,11217,3,0,3,"2,008","3,520",1899,1,C0,0,6/15/2022
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,387,27,,C0,228 BERGEN STREET,,11217,3,0,3,"1,983","3,344",1899,1,C0,0,6/21/2022
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,388,47,,C0,279 WYCKOFF STREET,,11217,3,0,3,"2,000","3,200",1899,1,C0,"2,700,000",6/7/2022
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,388,48,,C0,277 WYCKOFF STREET,,11217,3,0,3,"2,000","3,200",1899,1,C0,0,8/9/2022
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,389,51,,C0,43 ST MARKS PLACE,,11217,3,0,3,"2,083","3,600",1899,1,C0,"2,685,000",9/1/2022
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,389,59,,C0,27 ST MARKS PLACE,,11217,3,0,3,"2,083","3,600",1899,1,C0,0,2/13/2023
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,390,48,,C0,309 WARREN STREET,,11201,3,0,3,"1,500","2,760",1899,1,C0,"3,600,000",9/15/2022
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,390,78,,C0,251 WARREN STREET,,11201,3,0,3,"1,875","2,660",1899,1,C0,"3,750,000",6/10/2022
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,391,46,,C0,363 WARREN STREET,,11201,3,0,3,"2,000","2,425",1899,1,C0,0,2/28/2023
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,395,16,,C0,30 ST MARKS PLACE,,11217,3,0,3,"2,033","3,600",1899,1,C0,"3,180,000",5/16/2022
3,BOERUM HILL,03 THREE FAMILY DWELLINGS,1,399,5,,C0,199 BOND STREET,,11217,3,0,3,"1,600","3,000",1899,1,C0,0,10/26/2022
3,BOERUM HILL,04 TAX CLASS 1 CONDOS,1C,177,1002,,R6,"395 ATLANTIC AVENUE, 2",2,11217,1,,1,,,1935,1,R6,"2,700,000",5/23/2022
3,BOERUM HILL,04 TAX CLASS 1 CONDOS,1C,177,1003,,R6,"395 ATLANTIC AVENUE, 3",3,11217,1,,1,,,1935,1,R6,"4,308,000",5/20/2022
3,BOERUM HILL,04 TAX CLASS 1 CONDOS,1C,184,1002,,R6,"422 ATLANTIC AVENUE, RES1",RES1,11217,1,,1,,,1900,1,R6,"972,000",10/14/2022
3,BOERUM HILL,04 TAX CLASS 1 CONDOS,1C,188,1202,,R6,"110 HOYT ST, 2",2,11217,1,,1,,,1939,1,R6,"1,380,000",12/7/2022
3,BOERUM HILL,04 TAX CLASS 1 CONDOS,1C,393,1201,,R6,"451 WARREN STREET, 1",1,11217,1,,1,,,1899,1,R6,0,4/7/2022
3,BOERUM HILL,04 TAX CLASS 1 CONDOS,1C,393,1202,,R6,"451 WARREN STREET, 2",2,11217,1,,1,,,1899,1,R6,0,4/7/2022
3,BOERUM HILL,04 TAX CLASS 1 CONDOS,1C,393,1203,,R6,"451 WARREN STREET, 3",3,11217,1,,1,,,1899,1,R6,0,4/7/2022
3,BOERUM HILL,04 TAX CLASS 1 CONDOS,1C,395,1401,,R6,"16 ST MARKS PLACE, TH1",TH1,11217,1,,1,,,1899,1,R6,"2,443,800",8/17/2022
3,BOERUM HILL,04 TAX CLASS 1 CONDOS,1C,395,1402,,R6,"16 SAINT MARKS PLACE, FL2",FL2,11217,1,,1,,,1899,1,R6,"1,578,288",7/29/2022
3,BOERUM HILL,04 TAX CLASS 1 CONDOS,1C,395,1403,,R6,"16 SAINT MARKS PLACE, PH",PH,11217,1,,1,,,1899,1,R6,"1,700,000",12/19/2022
3,BOERUM HILL,04 TAX CLASS 1 CONDOS,1A,397,1004,,R3,"382 WARREN STREET, 2R",2R,11201,1,,1,,,,1,R3,0,9/1/2022
3,BOERUM HILL,04 TAX CLASS 1 CONDOS,1A,397,1112,,R3,"386 WARREN STREET, 3R",3R,11201,1,,1,,,,1,R3,"875,000",4/4/2022
3,BOERUM HILL,04 TAX CLASS 1 CONDOS,1A,397,1116,,R3,"388 WARREN STREET, 2R",2R,11201,1,,1,,,,1,R3,0,9/1/2022
3,BOERUM HILL,04 TAX CLASS 1 CONDOS,1A,399,1001,,R3,"462 WARREN STREET, 462-1",462-1,11217,1,,1,,,1989,1,R3,"2,060,000",7/18/2022
3,BOERUM HILL,04 TAX CLASS 1 CONDOS,1A,399,1017,,R3,"472 WARREN STREET, 472-2",472-2,11217,1,,1,,,1989,1,R3,"1,130,000",12/9/2022
3,BOERUM HILL,05 TAX CLASS 1 VACANT LAND,1B,198,132,,V0,354 DEAN STREET,,11217,0,0,0,"1,875",0,,1,V0,"925,000",1/19/2023
3,BOERUM HILL,07 RENTALS - WALKUP APARTMENTS,2B,178,38,,C1,448 STATE STREET,,11217,8,0,8,"2,184","5,220",1920,2,C1,0,5/25/2022
3,BOERUM HILL,07 RENTALS - WALKUP APARTMENTS,2A,188,39,,C3,116 HOYT STREET,,11217,4,0,4,"1,802","3,336",1915,2,C3,"3,800,000",4/27/2022
3,BOERUM HILL,07 RENTALS - WALKUP APARTMENTS,2A,194,34,,C3,130 DEAN STREET,,11201,4,0,4,"2,083","3,750",1900,2,C3,"1,847,250",4/18/2022
3,BOERUM HILL,07 RENTALS - WALKUP APARTMENTS,2B,195,1,,C1,139 HOYT STREET,,11217,7,0,7,"1,610","3,284",1920,2,C1,"1,800,000",9/1/2022
3,BOERUM HILL,07 RENTALS - WALKUP APARTMENTS,2A,196,18,,C3,214 DEAN STREET,,11217,4,0,4,"2,250","3,696",1910,2,C3,0,4/4/2022
3,BOERUM HILL,07 RENTALS - WALKUP APARTMENTS,2A,197,10,,C3,256 DEAN STREET,,11217,4,0,4,"1,700","3,520",1920,2,C3,"2,200,000",4/28/2022
3,BOERUM HILL,07 RENTALS - WALKUP APARTMENTS,2A,384,60,,C3,45 WYCKOFF STREET,,11201,4,0,4,"2,308","2,580",1900,2,C3,"3,400,000",3/10/2023
3,BOERUM HILL,07 RENTALS - WALKUP APARTMENTS,2A,385,55,,C3,"107 WYCKOFF STREET, 1",,11201,4,0,4,"2,225","5,352",1900,2,C3,"1,375,000",7/18/2022
3,BOERUM HILL,07 RENTALS - WALKUP APARTMENTS,2A,387,15,,C3,206A BERGEN STREET,,11217,4,0,4,"1,800","2,268",1899,2,C3,"4,950,000",11/21/2022
3,BOERUM HILL,07 RENTALS - WALKUP APARTMENTS,2A,389,26,,C3,342 BERGEN STREET,,11217,4,0,4,"2,500","5,300",1931,2,C3,0,9/16/2022
3,BOERUM HILL,07 RENTALS - WALKUP APARTMENTS,2A,389,26,,C3,342 BERGEN STREET,,11217,4,0,4,"2,500","5,300",1931,2,C3,"4,450,000",11/3/2022
3,BOERUM HILL,07 RENTALS - WALKUP APARTMENTS,2A,390,74,,C3,259 WARREN STREET,,11201,4,0,4,"2,083","2,779",1900,2,C3,"13,150",10/20/2022
3,BOERUM HILL,07 RENTALS - WALKUP APARTMENTS,2A,399,4,,C2,201 BOND STREET,,11217,5,0,5,"1,600","3,000",1900,2,C2,0,10/26/2022
3,BOERUM HILL,08 RENTALS - ELEVATOR APARTMENTS,2,389,5,,D3,316 BERGEN STREET,,11217,84,1,85,"15,000","69,998",2014,2,D3,"45,450,000",10/19/2022
3,BOERUM HILL,09 COOPS - WALKUP APARTMENTS,2C,176,20,,C6,"320 STATE STREET, 2",,11201,,,,,,1900,2,C6,"1,601,000",10/18/2022
3,BOERUM HILL,09 COOPS - WALKUP APARTMENTS,2C,177,18,,C6,"368 STATE STREET, 4",,11217,,,,,,1920,2,C6,"725,000",7/12/2022
3,BOERUM HILL,09 COOPS - WALKUP APARTMENTS,2,181,39,,C6,"251 PACIFIC STREET, 22",,11201,,,,,,1914,2,C6,"915,507",6/8/2022
3,BOERUM HILL,09 COOPS - WALKUP APARTMENTS,2,181,39,,C6,"251 PACIFIC STREET, 23",,11201,,,,,,1914,2,C6,"520,000",2/13/2023
3,BOERUM HILL,09 COOPS - WALKUP APARTMENTS,2,181,39,,C6,"251 PACIFIC STREET, 7",,11201,,,,,,1914,2,C6,"795,000",6/3/2022
3,BOERUM HILL,09 COOPS - WALKUP APARTMENTS,2,181,39,,C6,"251 PACIFIC STREET, 8",,11201,,,,,,1914,2,C6,"570,000",5/31/2022
3,BOERUM HILL,09 COOPS - WALKUP APARTMENTS,2,185,48,,C6,"467 PACIFIC STREET, 24",,11217,,,,,,1912,2,C6,"459,000",10/27/2022
3,BOERUM HILL,09 COOPS - WALKUP APARTMENTS,2,197,22,,C6,"280 DEAN ST, 3",,11217,,,,,,1900,2,C6,"150,000",7/7/2022
3,BOERUM HILL,09 COOPS - WALKUP APARTMENTS,2,385,60,,C6,"95 WYCKOFF STREET, 1B",,11201,,,,,,1931,2,C6,"1,500,000",8/30/2022
3,BOERUM HILL,09 COOPS - WALKUP APARTMENTS,2,385,60,,C6,"95 WYCKOFF STREET, 2A",,11201,,,,,,1931,2,C6,"985,000",12/21/2022
3,BOERUM HILL,09 COOPS - WALKUP APARTMENTS,2,385,60,,C6,"95 WYCKOFF STREET, 3B",,11201,,,,,,1931,2,C6,"687,000",9/29/2022
3,BOERUM HILL,09 COOPS - WALKUP APARTMENTS,2C,388,11,,C6,"260 BERGEN STREET, 2F",,11217,,,,,,1900,2,C6,"650,000",4/1/2022
3,BOERUM HILL,10 COOPS - ELEVATOR APARTMENTS,2,178,25,,D4,"422 STATE STREET, 13",,11217,,,,,,1912,2,D4,"935,000",1/5/2023
3,BOERUM HILL,10 COOPS - ELEVATOR APARTMENTS,2,178,25,,D4,"422 STATE STREET, 17",,11217,,,,,,1912,2,D4,"950,000",1/12/2023
3,BOERUM HILL,10 COOPS - ELEVATOR APARTMENTS,2,178,25,,D4,"422 STATE STREET, 1A",,11217,,,,,,1912,2,D4,"555,000",12/14/2022
3,BOERUM HILL,10 COOPS - ELEVATOR APARTMENTS,2,178,54,,D4,"423 ATLANTIC AVENUE, 2E",,11217,,,,,,1900,2,D4,"1,325,000",4/27/2022
3,BOERUM HILL,10 COOPS - ELEVATOR APARTMENTS,2,178,54,,D4,"423 ATLANTIC AVENUE, 3K",,11217,,,,,,1900,2,D4,"825,000",5/16/2022
3,BOERUM HILL,10 COOPS - ELEVATOR APARTMENTS,2,178,54,,D4,"423 ATLANTIC AVENUE, 4A",,11217,,,,,,1900,2,D4,"1,700,000",7/20/2022
3,BOERUM HILL,10 COOPS - ELEVATOR APARTMENTS,2,178,54,,D4,"423 ATLANTIC AVENUE, 4M",,11217,,,,,,1900,2,D4,"1,835,000",1/10/2023
3,BOERUM HILL,10 COOPS - ELEVATOR APARTMENTS,2,178,54,,D4,"423 ATLANTIC AVENUE, 5D",,11217,,,,,,1900,2,D4,"1,600,000",6/6/2022
3,BOERUM HILL,12 CONDOS - WALKUP APARTMENTS,2,179,1008,,R2,"503 ATLANTIC AVENUE, 4F",4F,11217,1,,1,,,1900,2,R2,0,12/30/2022
3,BOERUM HILL,12 CONDOS - WALKUP APARTMENTS,2,180,1036,,R2,"560 STATE STREET, 9C",9C,11217,1,,1,,,,2,R2,"1,240,000",10/12/2022
3,BOERUM HILL,12 CONDOS - WALKUP APARTMENTS,2,185,1101,,R2,"52 THIRD AVENUE, 1A",1A,11217,1,,1,,,2005,2,R2,"600,000",10/17/2022
3,BOERUM HILL,12 CONDOS - WALKUP APARTMENTS,2,185,1113,,R2,"52 3 AVENUE, 4C",4C,11217,1,,1,,,2005,2,R2,"1,225,000",7/28/2022
3,BOERUM HILL,12 CONDOS - WALKUP APARTMENTS,1A,190,1101,,R3,"233 DEAN STREET, 1",1,11217,1,,1,,,1920,2,R2,0,6/3/2022
3,BOERUM HILL,12 CONDOS - WALKUP APARTMENTS,1A,190,1102,,R3,"233 DEAN STREET, 2",2,11217,1,,1,,,1920,2,R2,0,6/3/2022
3,BOERUM HILL,12 CONDOS - WALKUP APARTMENTS,2,193,1124,,R2,"123 BOERUM PLACE, 3C",3C,11201,1,,1,,,2002,2,R2,"2,380,000",12/15/2022
3,BOERUM HILL,12 CONDOS - WALKUP APARTMENTS,2,193,1203,,R2,"52 DEAN STREET, 2A",2A,11201,1,,1,,,2006,2,R2,"1,850,000",11/1/2022
3,BOERUM HILL,12 CONDOS - WALKUP APARTMENTS,2,193,1209,,R2,"52 DEAN STREET, 3B",3B,11201,1,,1,,,2006,2,R2,0,11/28/2022
3,BOERUM HILL,12 CONDOS - WALKUP APARTMENTS,2,193,1219,,R2,"52 DEAN STREET, 4F",4F,11201,1,,1,,,2006,2,R2,"1,575,000",8/31/2022
3,BOERUM HILL,12 CONDOS - WALKUP APARTMENTS,2,280,1050,,R2,"120 BOERUM PLACE, 3E",3E,11201,1,,1,,,1916,2,R2,0,11/16/2022
3,BOERUM HILL,12 CONDOS - WALKUP APARTMENTS,2,393,1101,,R2,"433 WARREN STREET, 2A",2A,11217,1,,1,,,,2,R2,"999,000",4/4/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,176,1027,,R4,"87 SMITH STREET, 8D",8D,11201,1,,1,,,,2,R4,"1,050,000",4/1/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,176,1036,,R4,"87 SMITH STREET, 10A",10A,11201,1,,1,,,,2,R4,"895,000",8/15/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,180,1158,,R4,"556 STATE STREET, 3D-N",3D-N,11217,1,,1,,,,2,R4,"1,075,000",6/13/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,180,1162,,R4,"556 STATE STREET, 4D-N",4D-N,11217,1,,1,,,,2,R4,0,8/5/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,180,1188,,R4,"556 STATE STREET, 3F-S",3F-S,11217,1,,1,,,,2,R4,"825,000",4/12/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,180,1196,,R4,"556 STATE STREET, 4G-S",4G-S,11217,1,,1,,,,2,R4,"1,200,000",8/9/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,180,1207,,R4,"556 STATE STREET, 6D-S",6D-S,11217,1,,1,,,,2,R4,"995,000",2/16/2023
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,180,1209,,R4,"556 STATE STREET, 6F-S",6F-S,11217,1,,1,,,,2,R4,"775,000",2/9/2023
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,180,1212,,R4,"556 STATE STREET, 7B-S",7B-S,11217,1,,1,,,,2,R4,"875,000",7/18/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,180,1214,,R4,"556 STATE STREET, 7D-S",7D-S,11217,1,,1,,,,2,R4,"1,103,000",7/25/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,185,1227,,R4,"465 PACIFIC STREET, 3B",3B,11217,1,,1,,,2016,2,R4,"1,550,000",4/28/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1106,,R4,"509 PACIFIC STREET, 3D",3D,11217,1,,1,,,2016,2,R4,0,9/16/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1108,,R4,"509 PACIFIC STREET, 3J",3J,11217,1,,1,,,2016,2,R4,0,10/7/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1113,,R4,"509 PACIFIC STREET, 4I",4I,11217,1,,1,,,2016,2,R4,"1,200,000",7/14/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1120,,R4,"509 PACIFIC STREET, 4G",4G,11217,1,,1,,,2016,2,R4,"1,600,000",10/11/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1125,,R4,"509 PACIFIC STREET, 5D",5D,11217,1,,1,,,2016,2,R4,"2,125,000",4/25/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1212,,R4,"561 PACIFIC STREET, 301",301,11217,1,,1,,,2018,2,R4,"650,000",10/28/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1221,,R4,"561 PACIFIC STREET, 401",401,11217,1,,1,,,2018,2,R4,"665,000",6/9/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1232,,R4,"561 PACIFIC STREET, 503",503,11217,1,,1,,,2018,2,R4,"1,470,000",4/22/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1240,,R4,"561 PACIFIC STREET, 605",605,11217,1,,1,,,2018,2,R4,"1,997,646",4/29/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1243,,R4,"561 PACIFIC STREET, 702",702,11217,1,,1,,,2018,2,R4,"1,451,006",8/12/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1250,,R4,"561 PACIFIC STREET, 805",805,11217,1,,1,,,2018,2,R4,"1,525,000",5/6/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1254,,R4,"561 PACIFIC STREET, 904",904,11217,1,,1,,,2018,2,R4,"1,599,109",6/9/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1255,,R4,"561 PACIFIC STREET, 905",905,11217,1,,1,,,2018,2,R4,"1,540,000",6/10/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1256,,R4,"561 PACIFIC ST, 1001",1001,11217,1,,1,,,2018,2,R4,0,2/2/2023
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1259,,R4,"561 PACIFIC STREET, 1004",1004,11217,1,,1,,,2018,2,R4,"1,590,000",5/9/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1260,,R4,"561 PACIFIC STREET, 1101",1101,11217,1,,1,,,2018,2,R4,"1,832,850",6/24/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1264,,R4,"561 PACIFIC STREET, 1202",1202,11217,1,,1,,,2018,2,R4,"3,675,000",4/6/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1322,,R4,"533 PACIFIC STREET, 5D",5D,11217,1,,1,,,2021,2,R4,"1,665,000",3/30/2023
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,186,1327,,R4,"533 PACIFIC STREET, 6F",6F,11217,1,,1,,,2021,2,R4,"1,843,033",3/30/2023
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,198,1014,,R4,"324 DEAN STREET, 4B",4B,11217,1,,1,,,,2,R4,"1,755,000",8/30/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,198,1015,,R4,"328 DEAN STREET, 4C",4C,11217,1,,1,,,,2,R4,"1,740,000",6/9/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,278,1108,,R4,"233 PACIFIC STREET, 2H",2H,11201,1,,1,,,2010,2,R4,"2,038,000",10/21/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,278,1114,,R4,"233 PACIFIC STREET, 3F",3F,11201,1,,1,,,2010,2,R4,0,2/24/2023
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,280,1104,,R4,"25 BERGEN STREET, 2B",2B,11201,1,,1,,,1910,2,R4,"1,738,000",10/24/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,391,1016,,R4,"173 SMITH STREET, 2I",2I,11201,1,,1,,,1905,2,R4,"1,050,000",12/2/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,391,1022,,R4,"88 WYCKOFF STREET, 3F",3F,11201,1,,1,,,1905,2,R4,"1,750,000",6/7/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,391,1032,,R4,"173 SMITH STREET, 4G",4G,11201,1,,1,,,1905,2,R4,"2,105,000",6/29/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1104,,R4,"8 SAINT MARKS PLACE, 2A",2A,11217,1,,1,,,2017,2,R4,"1,379,000",4/25/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1109,,R4,"8 SAINT MARKS PLACE, 4B",4B,11217,1,,1,,,2017,2,R4,0,8/9/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1203,,R4,"58 SAINT MARKS PLACE, 101",101,11217,1,,1,,,2019,2,R4,"595,000",7/29/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1204,,R4,"58 SAINT MARKS PLACE, 202",202,11217,1,,1,,,2019,2,R4,"1,075,000",6/7/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1206,,R4,"58 ST MARKS PLACE, 205",205,11217,1,,1,,,2019,2,R4,"995,000",7/15/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1207,,R4,"58 SAINT MARKS PLACE, 206",206,11217,1,,1,,,2019,2,R4,"995,000",12/8/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1208,,R4,"58 SAINT MARKS PLACE, 208",208,11217,1,,1,,,2019,2,R4,"1,450,000",4/19/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1213,,R4,"58 SAINT MARKS PLACE, 302",302,11217,1,,1,,,2019,2,R4,"925,000",4/6/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1216,,R4,"58 ST MARKS PLACE, 306",306,11217,1,,1,,,2019,2,R4,"660,000",7/8/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1219,,R4,"58 SAINT MARKS PLACE, 309",309,11217,1,,1,,,2019,2,R4,"1,170,988",5/18/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1226,,R4,"58 SAINT MARKS PLACE, 403",403,11217,1,,1,,,2019,2,R4,"855,000",4/5/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1227,,R4,"58 SAINT MARKS PLACE, 405",405,11217,1,,1,,,2019,2,R4,"690,000",4/8/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1229,,R4,"58 SAINT MARKS PLACE, 407",407,11217,1,,1,,,2019,2,R4,"1,395,000",6/8/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1230,,R4,"58 SAINT MARKS PLACE, 408",408,11217,1,,1,,,2019,2,R4,"2,050,000",4/14/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1231,,R4,"58 SAINT MARKS PLACE, 409",409,11217,1,,1,,,2019,2,R4,"1,480,000",4/8/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1238,,R4,"58 SAINT MARKS PLACE, 502",502,11217,1,,1,,,2019,2,R4,"1,095,000",9/12/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1240,,R4,"58 SAINT MARKS PLACE, 505",505,11217,1,,1,,,2019,2,R4,"635,000",5/3/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1243,,R4,"58 SAINT MARKS PLACE, 508",508,11217,1,,1,,,2019,2,R4,0,10/6/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1243,,R4,"58 SAINT MARKS PLACE, 508",508,11217,1,,1,,,2019,2,R4,"2,000,000",4/8/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1248,,R4,"58 SAINT MARKS PLACE, 515",515,11217,1,,1,,,2019,2,R4,"1,250,000",4/28/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1256,,R4,"58 SAINT MARKS PLACE, 610",610,11217,1,,1,,,2019,2,R4,"2,087,413",4/15/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1257,,R4,"58 SAINT MARKS PLACE, 611",611,11217,1,,1,,,2019,2,R4,"2,250,000",4/7/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1261,,R4,"58 SAINT MARKS PLACE, 702",702,11217,1,,1,,,2019,2,R4,"1,075,000",4/29/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1264,,R4,"58 SAINT MARKS PLACE, 706",706,11217,1,,1,,,2019,2,R4,"950,000",4/11/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1265,,R4,"58 SAINT MARKS PLACE, 708",708,11217,1,,1,,,2019,2,R4,"2,150,000",4/13/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1266,,R4,"58 SAINT MARKS PLACE, 709",709,11217,1,,1,,,2019,2,R4,"1,540,000",4/4/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1268,,R4,"58 SAINT MARKS PLACE, 711",711,11217,1,,1,,,2019,2,R4,"2,325,000",4/6/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1273,,R4,"58 SAINT MARKS PLACE, 803",803,11217,1,,1,,,2019,2,R4,"1,550,000",4/6/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1275,,R4,"58 SAINT MARKS PLACE, 806",806,11217,1,,1,,,2019,2,R4,"975,000",5/6/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1276,,R4,"58 SAINT MARKS PLACE, 808",808,11217,1,,1,,,2019,2,R4,"2,265,000",4/19/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1279,,R4,"58 SAINT MARKS PLACE, 811",811,11217,1,,1,,,2019,2,R4,"2,500,000",6/14/2022
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS,2,395,1283,,R4,"58 SAINT MARKS PLACE, 902",902,11217,1,,1,,,2019,2,R4,"2,175,000",12/5/2022
